CustomerKey,age_cleaned,age_bin,job,marital,education,edu_group,income_group,default,housing,loan,financial_status
6561,32,30-39,unemployed,married,professional.course,Secondary,No Income,no,yes,no,Has Obligations
6562,53,50-59,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6563,18,10-19,student,single,high.school,Secondary,No Income,no,no,no,No Obligations
6564,27,20-29,student,single,professional.course,Secondary,No Income,no,no,no,No Obligations
6565,50,40-49,admin.,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6566,37,30-39,admin.,divorced,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
6567,42,40-49,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
6568,48,40-49,self-employed,divorced,high.school,Secondary,High Income,no,yes,no,Has Obligations
6569,48,40-49,services,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
6570,52,50-59,admin.,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
6571,52,50-59,retired,married,university.degree,Advanced,Medium Income,no,no,no,No Obligations
6572,51,50-59,technician,divorced,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
6573,44,40-49,retired,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6574,36,30-39,unemployed,divorced,high.school,Secondary,No Income,no,no,yes,Has Obligations
6575,36,30-39,unemployed,divorced,high.school,Secondary,No Income,no,yes,yes,Has Obligations
6576,36,30-39,unemployed,divorced,high.school,Secondary,No Income,no,no,no,No Obligations
6577,36,30-39,unemployed,divorced,high.school,Secondary,No Income,no,yes,no,Has Obligations
6578,50,40-49,blue-collar,married,basic.6y,Elementary,Low Income,no,no,yes,Has Obligations
6579,35,30-39,unemployed,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
6580,43,40-49,services,married,basic.4y,Elementary,Low Income,no,yes,no,Has Obligations
6581,55,50-59,admin.,single,university.degree,Advanced,Medium Income,no,no,no,No Obligations
6582,40,30-39,management,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
6583,53,50-59,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
6584,48,40-49,blue-collar,divorced,professional.course,Secondary,Low Income,no,no,no,No Obligations
6585,39,30-39,management,single,basic.9y,Elementary,High Income,no,no,yes,Has Obligations
6586,29,20-29,self-employed,single,university.degree,Advanced,High Income,no,no,yes,Has Obligations
6587,51,50-59,entrepreneur,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6588,54,50-59,admin.,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6589,54,50-59,admin.,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6590,55,50-59,retired,married,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
6591,36,30-39,entrepreneur,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6592,39,30-39,housemaid,married,basic.9y,Elementary,No Income,no,yes,yes,Has Obligations
6593,46,40-49,unemployed,married,university.degree,Advanced,No Income,no,no,no,No Obligations
6594,40,30-39,blue-collar,married,professional.course,Secondary,Low Income,no,no,yes,Has Obligations
6595,55,50-59,management,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
6596,53,50-59,self-employed,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6597,41,40-49,unemployed,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
6598,35,30-39,management,single,university.degree,Advanced,High Income,no,no,yes,Has Obligations
6599,53,50-59,self-employed,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6600,40,30-39,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6601,54,50-59,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6602,35,30-39,entrepreneur,single,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6603,56,50-59,management,married,professional.course,Secondary,High Income,no,no,no,No Obligations
6604,39,30-39,blue-collar,divorced,high.school,Secondary,Low Income,no,no,yes,Has Obligations
6605,36,30-39,unemployed,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
6606,54,50-59,admin.,married,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6607,47,40-49,retired,married,high.school,Secondary,Medium Income,no,yes,no,Has Obligations
6608,38,30-39,entrepreneur,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
6609,37,30-39,management,divorced,university.degree,Advanced,High Income,no,no,yes,Has Obligations
6610,55,50-59,technician,single,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6611,31,30-39,self-employed,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6612,52,50-59,entrepreneur,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6613,32,30-39,services,married,basic.4y,Elementary,Low Income,no,yes,yes,Has Obligations
6614,35,30-39,self-employed,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6615,32,30-39,management,married,high.school,Secondary,High Income,no,no,yes,Has Obligations
6616,32,30-39,self-employed,single,high.school,Secondary,High Income,no,yes,no,Has Obligations
6617,54,50-59,housemaid,single,basic.9y,Elementary,No Income,no,no,no,No Obligations
6618,32,30-39,management,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6619,40,30-39,technician,single,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6620,46,40-49,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6621,35,30-39,blue-collar,divorced,high.school,Secondary,Low Income,no,no,yes,Has Obligations
6622,34,30-39,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6623,34,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,yes,no,Has Obligations
6624,44,40-49,retired,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6625,35,30-39,entrepreneur,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
6626,46,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6627,44,40-49,entrepreneur,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6628,50,40-49,technician,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6629,34,30-39,unemployed,married,high.school,Secondary,No Income,no,yes,no,Has Obligations
6630,39,30-39,services,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
6631,38,30-39,admin.,married,basic.6y,Elementary,Medium Income,no,no,yes,Has Obligations
6632,40,30-39,entrepreneur,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6633,53,50-59,blue-collar,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
6634,57,50-59,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
6635,43,40-49,management,divorced,high.school,Secondary,High Income,no,yes,no,Has Obligations
6636,35,30-39,management,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6637,37,30-39,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6638,38,30-39,admin.,single,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6639,55,50-59,technician,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
6640,49,40-49,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6641,34,30-39,management,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
6642,33,30-39,student,single,university.degree,Advanced,No Income,no,no,no,No Obligations
6643,52,50-59,retired,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
6644,36,30-39,entrepreneur,married,high.school,Secondary,High Income,no,yes,yes,Has Obligations
6645,52,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,yes,yes,Has Obligations
6646,44,40-49,admin.,married,professional.course,Secondary,Medium Income,no,no,no,No Obligations
6647,44,40-49,entrepreneur,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6648,57,50-59,technician,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6649,52,50-59,services,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6650,51,50-59,self-employed,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
6651,42,40-49,blue-collar,divorced,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
6652,32,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6653,51,50-59,retired,divorced,basic.4y,Elementary,Medium Income,no,yes,yes,Has Obligations
6654,43,40-49,unemployed,married,basic.9y,Elementary,No Income,no,yes,yes,Has Obligations
6655,37,30-39,self-employed,divorced,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6656,55,50-59,blue-collar,single,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
6657,49,40-49,admin.,divorced,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
6658,53,50-59,services,divorced,high.school,Secondary,Low Income,no,yes,no,Has Obligations
6659,47,40-49,unemployed,married,high.school,Secondary,No Income,no,no,no,No Obligations
6660,40,30-39,self-employed,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
6661,34,30-39,entrepreneur,single,basic.9y,Elementary,High Income,no,no,no,No Obligations
6662,30,20-29,blue-collar,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6663,44,40-49,management,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
6664,31,30-39,entrepreneur,divorced,basic.4y,Elementary,High Income,no,no,no,No Obligations
6665,36,30-39,self-employed,single,basic.9y,Elementary,High Income,no,no,no,No Obligations
6666,53,50-59,self-employed,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6667,35,30-39,unemployed,single,basic.6y,Elementary,No Income,no,yes,no,Has Obligations
6668,32,30-39,services,married,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
6669,50,40-49,housemaid,divorced,professional.course,Secondary,No Income,no,yes,no,Has Obligations
6670,56,50-59,self-employed,divorced,high.school,Secondary,High Income,no,no,no,No Obligations
6671,30,20-29,services,married,basic.6y,Elementary,Low Income,no,no,no,No Obligations
6672,36,30-39,housemaid,divorced,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
6673,36,30-39,technician,divorced,high.school,Secondary,Medium Income,no,no,no,No Obligations
6674,31,30-39,housemaid,married,university.degree,Advanced,No Income,no,no,no,No Obligations
6675,44,40-49,entrepreneur,divorced,basic.6y,Elementary,High Income,no,yes,no,Has Obligations
6676,31,30-39,unemployed,married,high.school,Secondary,No Income,yes,no,no,Has Obligations
6677,35,30-39,management,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
6678,43,40-49,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,yes,Has Obligations
6679,39,30-39,management,single,high.school,Secondary,High Income,no,no,no,No Obligations
6680,56,50-59,technician,single,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6681,47,40-49,housemaid,divorced,professional.course,Secondary,No Income,no,no,yes,Has Obligations
6682,37,30-39,blue-collar,divorced,basic.6y,Elementary,Low Income,no,no,no,No Obligations
6683,36,30-39,unemployed,married,basic.6y,Elementary,No Income,no,yes,no,Has Obligations
6684,52,50-59,admin.,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6685,30,20-29,unemployed,married,high.school,Secondary,No Income,no,no,yes,Has Obligations
6686,33,30-39,entrepreneur,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6687,37,30-39,blue-collar,divorced,basic.6y,Elementary,Low Income,no,yes,yes,Has Obligations
6688,39,30-39,management,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
6689,30,20-29,unemployed,married,high.school,Secondary,No Income,no,yes,yes,Has Obligations
6690,39,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,no,no,No Obligations
6691,54,50-59,entrepreneur,married,professional.course,Secondary,High Income,no,yes,yes,Has Obligations
6692,32,30-39,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
6693,51,50-59,services,divorced,high.school,Secondary,Low Income,no,no,no,No Obligations
6694,31,30-39,student,single,high.school,Secondary,No Income,no,yes,yes,Has Obligations
6695,29,20-29,blue-collar,divorced,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
6696,49,40-49,management,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
6697,37,30-39,unemployed,single,university.degree,Advanced,No Income,no,yes,yes,Has Obligations
6698,57,50-59,management,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6699,54,50-59,entrepreneur,married,professional.course,Secondary,High Income,no,no,no,No Obligations
6700,50,40-49,management,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6701,46,40-49,self-employed,married,basic.4y,Elementary,High Income,no,yes,yes,Has Obligations
6702,52,50-59,management,married,basic.6y,Elementary,High Income,no,yes,no,Has Obligations
6703,35,30-39,management,single,high.school,Secondary,High Income,no,yes,no,Has Obligations
6704,53,50-59,admin.,divorced,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
6705,29,20-29,technician,single,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
6706,30,20-29,management,single,high.school,Secondary,High Income,no,no,yes,Has Obligations
6707,38,30-39,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,yes,Has Obligations
6708,31,30-39,services,divorced,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
6709,31,30-39,services,divorced,professional.course,Secondary,Low Income,no,no,no,No Obligations
6710,31,30-39,technician,married,high.school,Secondary,Medium Income,no,no,yes,Has Obligations
6711,53,50-59,admin.,married,professional.course,Secondary,Medium Income,no,yes,yes,Has Obligations
6712,35,30-39,unemployed,single,university.degree,Advanced,No Income,no,yes,yes,Has Obligations
6713,41,40-49,entrepreneur,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
6714,46,40-49,self-employed,married,basic.6y,Elementary,High Income,no,yes,no,Has Obligations
6715,37,30-39,retired,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6716,37,30-39,retired,divorced,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6717,44,40-49,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
6718,38,30-39,unemployed,single,university.degree,Advanced,No Income,no,yes,no,Has Obligations
6719,39,30-39,management,single,high.school,Secondary,High Income,no,yes,no,Has Obligations
6720,32,30-39,services,divorced,high.school,Secondary,Low Income,no,no,yes,Has Obligations
6721,36,30-39,management,married,professional.course,Secondary,High Income,no,no,no,No Obligations
6722,30,20-29,self-employed,single,high.school,Secondary,High Income,no,no,no,No Obligations
6723,58,50-59,entrepreneur,married,basic.4y,Elementary,High Income,no,no,yes,Has Obligations
6724,54,50-59,unemployed,married,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
6725,32,30-39,entrepreneur,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
6726,38,30-39,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6727,54,50-59,self-employed,married,basic.9y,Elementary,High Income,no,no,yes,Has Obligations
6728,56,50-59,services,divorced,basic.6y,Elementary,Low Income,no,yes,no,Has Obligations
6729,51,50-59,services,married,basic.9y,Elementary,Low Income,no,no,no,No Obligations
6730,32,30-39,services,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
6731,47,40-49,entrepreneur,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
6732,46,40-49,technician,divorced,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
6733,35,30-39,services,single,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
6734,36,30-39,unemployed,married,basic.6y,Elementary,No Income,no,no,no,No Obligations
6735,51,50-59,self-employed,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6736,50,40-49,management,married,high.school,Secondary,High Income,no,yes,yes,Has Obligations
6737,55,50-59,entrepreneur,married,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6738,49,40-49,self-employed,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6739,34,30-39,management,single,university.degree,Advanced,High Income,no,yes,yes,Has Obligations
6740,40,30-39,unemployed,married,professional.course,Secondary,No Income,no,no,no,No Obligations
6741,53,50-59,self-employed,married,basic.4y,Elementary,High Income,no,yes,yes,Has Obligations
6742,39,30-39,technician,married,university.degree,Advanced,Medium Income,no,no,yes,Has Obligations
6743,46,40-49,unemployed,married,high.school,Secondary,No Income,no,yes,no,Has Obligations
6744,43,40-49,admin.,divorced,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6745,45,40-49,unemployed,single,professional.course,Secondary,No Income,no,no,no,No Obligations
6746,35,30-39,self-employed,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
6747,54,50-59,admin.,married,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
6748,29,20-29,unemployed,married,professional.course,Secondary,No Income,no,yes,no,Has Obligations
6749,34,30-39,management,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6750,35,30-39,unemployed,divorced,professional.course,Secondary,No Income,no,no,no,No Obligations
6751,56,50-59,retired,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
6752,48,40-49,management,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
6753,36,30-39,housemaid,divorced,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
6754,40,30-39,blue-collar,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
6755,52,50-59,entrepreneur,married,basic.4y,Elementary,High Income,no,no,no,No Obligations
6756,42,40-49,self-employed,single,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6757,30,20-29,entrepreneur,single,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6758,38,30-39,technician,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6759,40,30-39,technician,married,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
6760,40,30-39,admin.,divorced,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6761,35,30-39,services,divorced,basic.9y,Elementary,Low Income,no,yes,yes,Has Obligations
6762,29,20-29,technician,divorced,professional.course,Secondary,Medium Income,no,no,no,No Obligations
6763,34,30-39,self-employed,single,high.school,Secondary,High Income,no,yes,no,Has Obligations
6764,42,40-49,self-employed,divorced,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6765,53,50-59,services,divorced,university.degree,Advanced,Low Income,no,yes,yes,Has Obligations
6766,39,30-39,unemployed,married,basic.9y,Elementary,No Income,no,no,no,No Obligations
6767,43,40-49,housemaid,single,basic.9y,Elementary,No Income,no,no,no,No Obligations
6768,48,40-49,technician,single,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
6769,34,30-39,technician,married,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6770,39,30-39,unemployed,married,basic.9y,Elementary,No Income,no,no,yes,Has Obligations
6771,56,50-59,blue-collar,single,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
6772,34,30-39,entrepreneur,single,basic.9y,Elementary,High Income,no,no,yes,Has Obligations
6773,43,40-49,self-employed,married,basic.4y,Elementary,High Income,no,no,yes,Has Obligations
6774,32,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,yes,yes,Has Obligations
6775,32,30-39,blue-collar,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6776,48,40-49,blue-collar,single,basic.9y,Elementary,Low Income,no,yes,no,Has Obligations
6777,33,30-39,services,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6778,48,40-49,admin.,single,professional.course,Secondary,Medium Income,no,no,no,No Obligations
6779,35,30-39,housemaid,single,basic.4y,Elementary,No Income,no,no,no,No Obligations
6780,48,40-49,admin.,single,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6781,46,40-49,management,divorced,high.school,Secondary,High Income,no,no,no,No Obligations
6782,44,40-49,services,single,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6783,32,30-39,unemployed,divorced,high.school,Secondary,No Income,no,no,no,No Obligations
6784,31,30-39,unemployed,single,professional.course,Secondary,No Income,no,yes,no,Has Obligations
6785,29,20-29,admin.,divorced,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6786,30,20-29,self-employed,married,high.school,Secondary,High Income,no,no,no,No Obligations
6787,32,30-39,unemployed,divorced,high.school,Secondary,No Income,no,yes,no,Has Obligations
6788,35,30-39,self-employed,single,university.degree,Advanced,High Income,no,no,yes,Has Obligations
6789,51,50-59,housemaid,married,high.school,Secondary,No Income,no,no,no,No Obligations
6790,29,20-29,technician,single,basic.9y,Elementary,Medium Income,no,no,yes,Has Obligations
6791,38,30-39,management,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6792,29,20-29,technician,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6793,29,20-29,entrepreneur,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6794,37,30-39,admin.,married,professional.course,Secondary,Medium Income,no,yes,no,Has Obligations
6795,56,50-59,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6796,54,50-59,housemaid,married,basic.9y,Elementary,No Income,no,yes,yes,Has Obligations
6797,29,20-29,management,married,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6798,59,50-59,housemaid,single,professional.course,Secondary,No Income,no,no,no,No Obligations
6799,32,30-39,student,married,university.degree,Advanced,No Income,no,no,no,No Obligations
6800,34,30-39,admin.,married,basic.6y,Elementary,Medium Income,no,yes,yes,Has Obligations
6801,47,40-49,unemployed,married,professional.course,Secondary,No Income,no,no,no,No Obligations
6802,52,50-59,blue-collar,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
6803,38,30-39,unemployed,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
6804,47,40-49,unemployed,married,professional.course,Secondary,No Income,no,yes,no,Has Obligations
6805,56,50-59,services,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6806,45,40-49,services,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
6807,53,50-59,blue-collar,single,basic.4y,Elementary,Low Income,no,no,no,No Obligations
6808,29,20-29,blue-collar,married,basic.4y,Elementary,Low Income,no,no,no,No Obligations
6809,47,40-49,housemaid,married,university.degree,Advanced,No Income,no,yes,no,Has Obligations
6810,58,50-59,management,divorced,high.school,Secondary,High Income,no,yes,no,Has Obligations
6811,36,30-39,services,married,university.degree,Advanced,Low Income,no,yes,no,Has Obligations
6812,32,30-39,management,single,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6813,51,50-59,self-employed,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6814,48,40-49,admin.,single,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
6815,56,50-59,retired,single,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
6816,38,30-39,blue-collar,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
6817,36,30-39,entrepreneur,single,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6818,35,30-39,services,married,university.degree,Advanced,Low Income,no,no,no,No Obligations
6819,34,30-39,self-employed,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6820,46,40-49,management,divorced,high.school,Secondary,High Income,no,yes,yes,Has Obligations
6821,35,30-39,blue-collar,single,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
6822,38,30-39,admin.,married,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6823,38,30-39,blue-collar,divorced,high.school,Secondary,Low Income,no,yes,yes,Has Obligations
6824,56,50-59,retired,married,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6825,35,30-39,housemaid,divorced,basic.9y,Elementary,No Income,no,no,no,No Obligations
6826,35,30-39,housemaid,divorced,basic.9y,Elementary,No Income,no,yes,no,Has Obligations
6827,34,30-39,unemployed,married,basic.4y,Elementary,No Income,no,yes,no,Has Obligations
6828,40,30-39,management,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6829,48,40-49,blue-collar,single,basic.9y,Elementary,Low Income,no,no,no,No Obligations
6830,44,40-49,self-employed,married,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6831,31,30-39,technician,single,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6832,32,30-39,services,married,university.degree,Advanced,Low Income,no,yes,yes,Has Obligations
6833,52,50-59,technician,single,basic.4y,Elementary,Medium Income,no,yes,no,Has Obligations
6834,38,30-39,entrepreneur,divorced,basic.9y,Elementary,High Income,no,yes,yes,Has Obligations
6835,32,30-39,admin.,single,high.school,Secondary,Medium Income,no,yes,yes,Has Obligations
6836,44,40-49,services,single,high.school,Secondary,Low Income,no,yes,no,Has Obligations
6837,32,30-39,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,no,Has Obligations
6838,38,30-39,technician,single,basic.6y,Elementary,Medium Income,no,yes,no,Has Obligations
6839,38,30-39,technician,single,basic.6y,Elementary,Medium Income,no,no,no,No Obligations
6840,31,30-39,blue-collar,single,basic.4y,Elementary,Low Income,no,no,yes,Has Obligations
6841,34,30-39,admin.,divorced,basic.4y,Elementary,Medium Income,no,no,no,No Obligations
6842,33,30-39,self-employed,single,basic.4y,Elementary,High Income,no,no,no,No Obligations
6843,37,30-39,management,divorced,university.degree,Advanced,High Income,no,yes,no,Has Obligations
6844,37,30-39,management,divorced,university.degree,Advanced,High Income,no,no,no,No Obligations
6845,29,20-29,management,married,basic.9y,Elementary,High Income,no,no,no,No Obligations
6846,42,40-49,unemployed,divorced,high.school,Secondary,No Income,no,yes,no,Has Obligations
6847,49,40-49,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
6848,48,40-49,services,divorced,basic.4y,Elementary,Low Income,no,no,no,No Obligations
6849,38,30-39,entrepreneur,divorced,basic.9y,Elementary,High Income,no,yes,no,Has Obligations
6850,38,30-39,entrepreneur,divorced,basic.9y,Elementary,High Income,no,no,no,No Obligations
6851,47,40-49,technician,married,basic.9y,Elementary,Medium Income,no,no,yes,Has Obligations
6852,42,40-49,services,married,professional.course,Secondary,Low Income,no,yes,yes,Has Obligations
6853,32,30-39,entrepreneur,married,university.degree,Advanced,High Income,no,no,yes,Has Obligations
6854,30,20-29,technician,divorced,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6855,42,40-49,entrepreneur,married,basic.4y,Elementary,High Income,no,yes,yes,Has Obligations
6856,55,50-59,technician,married,basic.9y,Elementary,Medium Income,no,no,yes,Has Obligations
6857,33,30-39,entrepreneur,married,basic.6y,Elementary,High Income,no,no,no,No Obligations
6858,43,40-49,technician,divorced,university.degree,Advanced,Medium Income,no,yes,no,Has Obligations
6859,38,30-39,housemaid,married,basic.6y,Elementary,No Income,no,no,no,No Obligations
6860,47,40-49,management,married,high.school,Secondary,High Income,no,yes,no,Has Obligations
6861,35,30-39,technician,single,basic.9y,Elementary,Medium Income,no,yes,yes,Has Obligations
6862,35,30-39,technician,single,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6863,35,30-39,technician,single,basic.9y,Elementary,Medium Income,no,yes,no,Has Obligations
6864,34,30-39,services,divorced,basic.6y,Elementary,Low Income,no,no,no,No Obligations
6865,32,30-39,management,single,university.degree,Advanced,High Income,no,no,yes,Has Obligations
6866,54,50-59,housemaid,married,basic.9y,Elementary,No Income,no,no,no,No Obligations
6867,53,50-59,blue-collar,divorced,basic.9y,Elementary,Low Income,no,no,no,No Obligations
6868,51,50-59,unemployed,divorced,university.degree,Advanced,No Income,no,yes,no,Has Obligations
6869,42,40-49,self-employed,single,university.degree,Advanced,High Income,no,no,no,No Obligations
6870,31,30-39,entrepreneur,married,high.school,Secondary,High Income,no,yes,yes,Has Obligations
6871,55,50-59,management,married,professional.course,Secondary,High Income,no,yes,no,Has Obligations
6872,30,20-29,blue-collar,married,professional.course,Secondary,Low Income,no,yes,no,Has Obligations
6873,41,40-49,admin.,divorced,basic.9y,Elementary,Medium Income,no,no,no,No Obligations
6874,35,30-39,technician,married,university.degree,Advanced,Medium Income,no,yes,yes,Has Obligations
